id,mot,skill,knowl,auto,att,risk,affil,obj
12216,ideological,medium,low,manual,targeted,medium,insider,ICS
12217,ideological,medium,low,manual,targeted,medium,insider,credentials
12218,ideological,medium,low,manual,targeted,medium,insider,data
12219,ideological,medium,low,manual,targeted,medium,insider,availability
12220,ideological,medium,low,manual,targeted,medium,state,ICS
12221,ideological,medium,low,manual,targeted,medium,state,credentials
12222,ideological,medium,low,manual,targeted,medium,state,data
12223,ideological,medium,low,manual,targeted,medium,state,availability
12224,ideological,medium,low,manual,targeted,high,individual,ICS
12225,ideological,medium,low,manual,targeted,high,individual,credentials
12226,ideological,medium,low,manual,targeted,high,individual,data
12227,ideological,medium,low,manual,targeted,high,individual,availability
12228,ideological,medium,low,manual,targeted,high,crime,ICS
12229,ideological,medium,low,manual,targeted,high,crime,credentials
12230,ideological,medium,low,manual,targeted,high,crime,data
12231,ideological,medium,low,manual,targeted,high,crime,availability
12232,ideological,medium,low,manual,targeted,high,insider,ICS
12233,ideological,medium,low,manual,targeted,high,insider,credentials
12234,ideological,medium,low,manual,targeted,high,insider,data
12235,ideological,medium,low,manual,targeted,high,insider,availability
12236,ideological,medium,low,manual,targeted,high,state,ICS
12237,ideological,medium,low,manual,targeted,high,state,credentials
12238,ideological,medium,low,manual,targeted,high,state,data
12239,ideological,medium,low,manual,targeted,high,state,availability
12240,ideological,medium,low,manual,destructive,low,individual,ICS
12241,ideological,medium,low,manual,destructive,low,individual,credentials
12242,ideological,medium,low,manual,destructive,low,individual,data
12243,ideological,medium,low,manual,destructive,low,individual,availability
12244,ideological,medium,low,manual,destructive,low,crime,ICS
12245,ideological,medium,low,manual,destructive,low,crime,credentials
12246,ideological,medium,low,manual,destructive,low,crime,data
12247,ideological,medium,low,manual,destructive,low,crime,availability
12248,ideological,medium,low,manual,destructive,low,insider,ICS
12249,ideological,medium,low,manual,destructive,low,insider,credentials
12250,ideological,medium,low,manual,destructive,low,insider,data
12251,ideological,medium,low,manual,destructive,low,insider,availability
12252,ideological,medium,low,manual,destructive,low,state,ICS
12253,ideological,medium,low,manual,destructive,low,state,credentials
12254,ideological,medium,low,manual,destructive,low,state,data
12255,ideological,medium,low,manual,destructive,low,state,availability
12256,ideological,medium,low,manual,destructive,medium,individual,ICS
12257,ideological,medium,low,manual,destructive,medium,individual,credentials
12258,ideological,medium,low,manual,destructive,medium,individual,data
12259,ideological,medium,low,manual,destructive,medium,individual,availability
12260,ideological,medium,low,manual,destructive,medium,crime,ICS
12261,ideological,medium,low,manual,destructive,medium,crime,credentials
12262,ideological,medium,low,manual,destructive,medium,crime,data
12263,ideological,medium,low,manual,destructive,medium,crime,availability
12264,ideological,medium,low,manual,destructive,medium,insider,ICS
12265,ideological,medium,low,manual,destructive,medium,insider,credentials
12266,ideological,medium,low,manual,destructive,medium,insider,data
12267,ideological,medium,low,manual,destructive,medium,insider,availability
12268,ideological,medium,low,manual,destructive,medium,state,ICS
12269,ideological,medium,low,manual,destructive,medium,state,credentials
12270,ideological,medium,low,manual,destructive,medium,state,data
12271,ideological,medium,low,manual,destructive,medium,state,availability
12272,ideological,medium,low,manual,destructive,high,individual,ICS
12273,ideological,medium,low,manual,destructive,high,individual,credentials
12274,ideological,medium,low,manual,destructive,high,individual,data
12275,ideological,medium,low,manual,destructive,high,individual,availability
12276,ideological,medium,low,manual,destructive,high,crime,ICS
12277,ideological,medium,low,manual,destructive,high,crime,credentials
12278,ideological,medium,low,manual,destructive,high,crime,data
12279,ideological,medium,low,manual,destructive,high,crime,availability
12280,ideological,medium,low,manual,destructive,high,insider,ICS
12281,ideological,medium,low,manual,destructive,high,insider,credentials
12282,ideological,medium,low,manual,destructive,high,insider,data
12283,ideological,medium,low,manual,destructive,high,insider,availability
12284,ideological,medium,low,manual,destructive,high,state,ICS
12285,ideological,medium,low,manual,destructive,high,state,credentials
12286,ideological,medium,low,manual,destructive,high,state,data
12287,ideological,medium,low,manual,destructive,high,state,availability
12288,ideological,medium,low,hybrid,opportunistic,low,individual,ICS
12289,ideological,medium,low,hybrid,opportunistic,low,individual,credentials
12290,ideological,medium,low,hybrid,opportunistic,low,individual,data
12291,ideological,medium,low,hybrid,opportunistic,low,individual,availability
12292,ideological,medium,low,hybrid,opportunistic,low,crime,ICS
12293,ideological,medium,low,hybrid,opportunistic,low,crime,credentials
12294,ideological,medium,low,hybrid,opportunistic,low,crime,data
12295,ideological,medium,low,hybrid,opportunistic,low,crime,availability
12296,ideological,medium,low,hybrid,opportunistic,low,insider,ICS
12297,ideological,medium,low,hybrid,opportunistic,low,insider,credentials
12298,ideological,medium,low,hybrid,opportunistic,low,insider,data
12299,ideological,medium,low,hybrid,opportunistic,low,insider,availability
12300,ideological,medium,low,hybrid,opportunistic,low,state,ICS
12301,ideological,medium,low,hybrid,opportunistic,low,state,credentials
12302,ideological,medium,low,hybrid,opportunistic,low,state,data
12303,ideological,medium,low,hybrid,opportunistic,low,state,availability
12304,ideological,medium,low,hybrid,opportunistic,medium,individual,ICS
12305,ideological,medium,low,hybrid,opportunistic,medium,individual,credentials
12306,ideological,medium,low,hybrid,opportunistic,medium,individual,data
12307,ideological,medium,low,hybrid,opportunistic,medium,individual,availability
12308,ideological,medium,low,hybrid,opportunistic,medium,crime,ICS
12309,ideological,medium,low,hybrid,opportunistic,medium,crime,credentials
12310,ideological,medium,low,hybrid,opportunistic,medium,crime,data
12311,ideological,medium,low,hybrid,opportunistic,medium,crime,availability
12312,ideological,medium,low,hybrid,opportunistic,medium,insider,ICS
12313,ideological,medium,low,hybrid,opportunistic,medium,insider,credentials
12314,ideological,medium,low,hybrid,opportunistic,medium,insider,data
12315,ideological,medium,low,hybrid,opportunistic,medium,insider,availability
12316,ideological,medium,low,hybrid,opportunistic,medium,state,ICS
12317,ideological,medium,low,hybrid,opportunistic,medium,state,credentials
12318,ideological,medium,low,hybrid,opportunistic,medium,state,data
12319,ideological,medium,low,hybrid,opportunistic,medium,state,availability
12320,ideological,medium,low,hybrid,opportunistic,high,individual,ICS
12321,ideological,medium,low,hybrid,opportunistic,high,individual,credentials
12322,ideological,medium,low,hybrid,opportunistic,high,individual,data
12323,ideological,medium,low,hybrid,opportunistic,high,individual,availability
12324,ideological,medium,low,hybrid,opportunistic,high,crime,ICS
12325,ideological,medium,low,hybrid,opportunistic,high,crime,credentials
12326,ideological,medium,low,hybrid,opportunistic,high,crime,data
12327,ideological,medium,low,hybrid,opportunistic,high,crime,availability
12328,ideological,medium,low,hybrid,opportunistic,high,insider,ICS
12329,ideological,medium,low,hybrid,opportunistic,high,insider,credentials
12330,ideological,medium,low,hybrid,opportunistic,high,insider,data
12331,ideological,medium,low,hybrid,opportunistic,high,insider,availability
12332,ideological,medium,low,hybrid,opportunistic,high,state,ICS
12333,ideological,medium,low,hybrid,opportunistic,high,state,credentials
12334,ideological,medium,low,hybrid,opportunistic,high,state,data
12335,ideological,medium,low,hybrid,opportunistic,high,state,availability
12336,ideological,medium,low,hybrid,persistent,low,individual,ICS
12337,ideological,medium,low,hybrid,persistent,low,individual,credentials
12338,ideological,medium,low,hybrid,persistent,low,individual,data
12339,ideological,medium,low,hybrid,persistent,low,individual,availability
12340,ideological,medium,low,hybrid,persistent,low,crime,ICS
12341,ideological,medium,low,hybrid,persistent,low,crime,credentials
12342,ideological,medium,low,hybrid,persistent,low,crime,data
12343,ideological,medium,low,hybrid,persistent,low,crime,availability
12344,ideological,medium,low,hybrid,persistent,low,insider,ICS
12345,ideological,medium,low,hybrid,persistent,low,insider,credentials
12346,ideological,medium,low,hybrid,persistent,low,insider,data
12347,ideological,medium,low,hybrid,persistent,low,insider,availability
12348,ideological,medium,low,hybrid,persistent,low,state,ICS
12349,ideological,medium,low,hybrid,persistent,low,state,credentials
12350,ideological,medium,low,hybrid,persistent,low,state,data
12351,ideological,medium,low,hybrid,persistent,low,state,availability
12352,ideological,medium,low,hybrid,persistent,medium,individual,ICS
12353,ideological,medium,low,hybrid,persistent,medium,individual,credentials
12354,ideological,medium,low,hybrid,persistent,medium,individual,data
12355,ideological,medium,low,hybrid,persistent,medium,individual,availability
12356,ideological,medium,low,hybrid,persistent,medium,crime,ICS
12357,ideological,medium,low,hybrid,persistent,medium,crime,credentials
12358,ideological,medium,low,hybrid,persistent,medium,crime,data
12359,ideological,medium,low,hybrid,persistent,medium,crime,availability
12360,ideological,medium,low,hybrid,persistent,medium,insider,ICS
12361,ideological,medium,low,hybrid,persistent,medium,insider,credentials
12362,ideological,medium,low,hybrid,persistent,medium,insider,data
12363,ideological,medium,low,hybrid,persistent,medium,insider,availability
12364,ideological,medium,low,hybrid,persistent,medium,state,ICS
12365,ideological,medium,low,hybrid,persistent,medium,state,credentials
12366,ideological,medium,low,hybrid,persistent,medium,state,data
12367,ideological,medium,low,hybrid,persistent,medium,state,availability
12368,ideological,medium,low,hybrid,persistent,high,individual,ICS
12369,ideological,medium,low,hybrid,persistent,high,individual,credentials
12370,ideological,medium,low,hybrid,persistent,high,individual,data
12371,ideological,medium,low,hybrid,persistent,high,individual,availability
12372,ideological,medium,low,hybrid,persistent,high,crime,ICS
12373,ideological,medium,low,hybrid,persistent,high,crime,credentials
12374,ideological,medium,low,hybrid,persistent,high,crime,data
12375,ideological,medium,low,hybrid,persistent,high,crime,availability
12376,ideological,medium,low,hybrid,persistent,high,insider,ICS
12377,ideological,medium,low,hybrid,persistent,high,insider,credentials
12378,ideological,medium,low,hybrid,persistent,high,insider,data
12379,ideological,medium,low,hybrid,persistent,high,insider,availability
12380,ideological,medium,low,hybrid,persistent,high,state,ICS
12381,ideological,medium,low,hybrid,persistent,high,state,credentials
12382,ideological,medium,low,hybrid,persistent,high,state,data
12383,ideological,medium,low,hybrid,persistent,high,state,availability
12384,ideological,medium,low,hybrid,targeted,low,individual,ICS
12385,ideological,medium,low,hybrid,targeted,low,individual,credentials
12386,ideological,medium,low,hybrid,targeted,low,individual,data
12387,ideological,medium,low,hybrid,targeted,low,individual,availability
12388,ideological,medium,low,hybrid,targeted,low,crime,ICS
12389,ideological,medium,low,hybrid,targeted,low,crime,credentials
12390,ideological,medium,low,hybrid,targeted,low,crime,data
12391,ideological,medium,low,hybrid,targeted,low,crime,availability
12392,ideological,medium,low,hybrid,targeted,low,insider,ICS
12393,ideological,medium,low,hybrid,targeted,low,insider,credentials
12394,ideological,medium,low,hybrid,targeted,low,insider,data
12395,ideological,medium,low,hybrid,targeted,low,insider,availability
12396,ideological,medium,low,hybrid,targeted,low,state,ICS
12397,ideological,medium,low,hybrid,targeted,low,state,credentials
12398,ideological,medium,low,hybrid,targeted,low,state,data
12399,ideological,medium,low,hybrid,targeted,low,state,availability
12400,ideological,medium,low,hybrid,targeted,medium,individual,ICS
12401,ideological,medium,low,hybrid,targeted,medium,individual,credentials
12402,ideological,medium,low,hybrid,targeted,medium,individual,data
12403,ideological,medium,low,hybrid,targeted,medium,individual,availability
12404,ideological,medium,low,hybrid,targeted,medium,crime,ICS
12405,ideological,medium,low,hybrid,targeted,medium,crime,credentials
12406,ideological,medium,low,hybrid,targeted,medium,crime,data
12407,ideological,medium,low,hybrid,targeted,medium,crime,availability
12408,ideological,medium,low,hybrid,targeted,medium,insider,ICS
12409,ideological,medium,low,hybrid,targeted,medium,insider,credentials
12410,ideological,medium,low,hybrid,targeted,medium,insider,data
12411,ideological,medium,low,hybrid,targeted,medium,insider,availability
12412,ideological,medium,low,hybrid,targeted,medium,state,ICS
12413,ideological,medium,low,hybrid,targeted,medium,state,credentials
12414,ideological,medium,low,hybrid,targeted,medium,state,data
12415,ideological,medium,low,hybrid,targeted,medium,state,availability
12416,ideological,medium,low,hybrid,targeted,high,individual,ICS
12417,ideological,medium,low,hybrid,targeted,high,individual,credentials
12418,ideological,medium,low,hybrid,targeted,high,individual,data
12419,ideological,medium,low,hybrid,targeted,high,individual,availability
12420,ideological,medium,low,hybrid,targeted,high,crime,ICS
12421,ideological,medium,low,hybrid,targeted,high,crime,credentials
12422,ideological,medium,low,hybrid,targeted,high,crime,data
12423,ideological,medium,low,hybrid,targeted,high,crime,availability
12424,ideological,medium,low,hybrid,targeted,high,insider,ICS
12425,ideological,medium,low,hybrid,targeted,high,insider,credentials
12426,ideological,medium,low,hybrid,targeted,high,insider,data
12427,ideological,medium,low,hybrid,targeted,high,insider,availability
12428,ideological,medium,low,hybrid,targeted,high,state,ICS
12429,ideological,medium,low,hybrid,targeted,high,state,credentials
12430,ideological,medium,low,hybrid,targeted,high,state,data
12431,ideological,medium,low,hybrid,targeted,high,state,availability
12432,ideological,medium,low,hybrid,destructive,low,individual,ICS
12433,ideological,medium,low,hybrid,destructive,low,individual,credentials
12434,ideological,medium,low,hybrid,destructive,low,individual,data
12435,ideological,medium,low,hybrid,destructive,low,individual,availability
12436,ideological,medium,low,hybrid,destructive,low,crime,ICS
12437,ideological,medium,low,hybrid,destructive,low,crime,credentials
12438,ideological,medium,low,hybrid,destructive,low,crime,data
12439,ideological,medium,low,hybrid,destructive,low,crime,availability
12440,ideological,medium,low,hybrid,destructive,low,insider,ICS
12441,ideological,medium,low,hybrid,destructive,low,insider,credentials
12442,ideological,medium,low,hybrid,destructive,low,insider,data
12443,ideological,medium,low,hybrid,destructive,low,insider,availability
12444,ideological,medium,low,hybrid,destructive,low,state,ICS
12445,ideological,medium,low,hybrid,destructive,low,state,credentials
12446,ideological,medium,low,hybrid,destructive,low,state,data
12447,ideological,medium,low,hybrid,destructive,low,state,availability
12448,ideological,medium,low,hybrid,destructive,medium,individual,ICS
12449,ideological,medium,low,hybrid,destructive,medium,individual,credentials
12450,ideological,medium,low,hybrid,destructive,medium,individual,data
12451,ideological,medium,low,hybrid,destructive,medium,individual,availability
12452,ideological,medium,low,hybrid,destructive,medium,crime,ICS
12453,ideological,medium,low,hybrid,destructive,medium,crime,credentials
12454,ideological,medium,low,hybrid,destructive,medium,crime,data
12455,ideological,medium,low,hybrid,destructive,medium,crime,availability
12456,ideological,medium,low,hybrid,destructive,medium,insider,ICS
12457,ideological,medium,low,hybrid,destructive,medium,insider,credentials
12458,ideological,medium,low,hybrid,destructive,medium,insider,data
12459,ideological,medium,low,hybrid,destructive,medium,insider,availability
12460,ideological,medium,low,hybrid,destructive,medium,state,ICS
12461,ideological,medium,low,hybrid,destructive,medium,state,credentials
12462,ideological,medium,low,hybrid,destructive,medium,state,data
12463,ideological,medium,low,hybrid,destructive,medium,state,availability
12464,ideological,medium,low,hybrid,destructive,high,individual,ICS
12465,ideological,medium,low,hybrid,destructive,high,individual,credentials
12466,ideological,medium,low,hybrid,destructive,high,individual,data
12467,ideological,medium,low,hybrid,destructive,high,individual,availability
12468,ideological,medium,low,hybrid,destructive,high,crime,ICS
12469,ideological,medium,low,hybrid,destructive,high,crime,credentials
12470,ideological,medium,low,hybrid,destructive,high,crime,data
12471,ideological,medium,low,hybrid,destructive,high,crime,availability
12472,ideological,medium,low,hybrid,destructive,high,insider,ICS
12473,ideological,medium,low,hybrid,destructive,high,insider,credentials
12474,ideological,medium,low,hybrid,destructive,high,insider,data
12475,ideological,medium,low,hybrid,destructive,high,insider,availability
12476,ideological,medium,low,hybrid,destructive,high,state,ICS
12477,ideological,medium,low,hybrid,destructive,high,state,credentials
12478,ideological,medium,low,hybrid,destructive,high,state,data
12479,ideological,medium,low,hybrid,destructive,high,state,availability
12480,ideological,medium,low,auto,opportunistic,low,individual,ICS
12481,ideological,medium,low,auto,opportunistic,low,individual,credentials
12482,ideological,medium,low,auto,opportunistic,low,individual,data
12483,ideological,medium,low,auto,opportunistic,low,individual,availability
12484,ideological,medium,low,auto,opportunistic,low,crime,ICS
12485,ideological,medium,low,auto,opportunistic,low,crime,credentials
12486,ideological,medium,low,auto,opportunistic,low,crime,data
12487,ideological,medium,low,auto,opportunistic,low,crime,availability
12488,ideological,medium,low,auto,opportunistic,low,insider,ICS
12489,ideological,medium,low,auto,opportunistic,low,insider,credentials
12490,ideological,medium,low,auto,opportunistic,low,insider,data
12491,ideological,medium,low,auto,opportunistic,low,insider,availability
12492,ideological,medium,low,auto,opportunistic,low,state,ICS
12493,ideological,medium,low,auto,opportunistic,low,state,credentials
12494,ideological,medium,low,auto,opportunistic,low,state,data
12495,ideological,medium,low,auto,opportunistic,low,state,availability
12496,ideological,medium,low,auto,opportunistic,medium,individual,ICS
12497,ideological,medium,low,auto,opportunistic,medium,individual,credentials
12498,ideological,medium,low,auto,opportunistic,medium,individual,data
12499,ideological,medium,low,auto,opportunistic,medium,individual,availability
12500,ideological,medium,low,auto,opportunistic,medium,crime,ICS
12501,ideological,medium,low,auto,opportunistic,medium,crime,credentials
12502,ideological,medium,low,auto,opportunistic,medium,crime,data
12503,ideological,medium,low,auto,opportunistic,medium,crime,availability
12504,ideological,medium,low,auto,opportunistic,medium,insider,ICS
12505,ideological,medium,low,auto,opportunistic,medium,insider,credentials
12506,ideological,medium,low,auto,opportunistic,medium,insider,data
12507,ideological,medium,low,auto,opportunistic,medium,insider,availability
12508,ideological,medium,low,auto,opportunistic,medium,state,ICS
12509,ideological,medium,low,auto,opportunistic,medium,state,credentials
12510,ideological,medium,low,auto,opportunistic,medium,state,data
12511,ideological,medium,low,auto,opportunistic,medium,state,availability
12512,ideological,medium,low,auto,opportunistic,high,individual,ICS
12513,ideological,medium,low,auto,opportunistic,high,individual,credentials
12514,ideological,medium,low,auto,opportunistic,high,individual,data
12515,ideological,medium,low,auto,opportunistic,high,individual,availability
12516,ideological,medium,low,auto,opportunistic,high,crime,ICS
12517,ideological,medium,low,auto,opportunistic,high,crime,credentials
12518,ideological,medium,low,auto,opportunistic,high,crime,data
12519,ideological,medium,low,auto,opportunistic,high,crime,availability
12520,ideological,medium,low,auto,opportunistic,high,insider,ICS
12521,ideological,medium,low,auto,opportunistic,high,insider,credentials
12522,ideological,medium,low,auto,opportunistic,high,insider,data
12523,ideological,medium,low,auto,opportunistic,high,insider,availability
12524,ideological,medium,low,auto,opportunistic,high,state,ICS
12525,ideological,medium,low,auto,opportunistic,high,state,credentials
12526,ideological,medium,low,auto,opportunistic,high,state,data
12527,ideological,medium,low,auto,opportunistic,high,state,availability
12528,ideological,medium,low,auto,persistent,low,individual,ICS
12529,ideological,medium,low,auto,persistent,low,individual,credentials
12530,ideological,medium,low,auto,persistent,low,individual,data
12531,ideological,medium,low,auto,persistent,low,individual,availability
12532,ideological,medium,low,auto,persistent,low,crime,ICS
12533,ideological,medium,low,auto,persistent,low,crime,credentials
12534,ideological,medium,low,auto,persistent,low,crime,data
12535,ideological,medium,low,auto,persistent,low,crime,availability
12536,ideological,medium,low,auto,persistent,low,insider,ICS
12537,ideological,medium,low,auto,persistent,low,insider,credentials
12538,ideological,medium,low,auto,persistent,low,insider,data
12539,ideological,medium,low,auto,persistent,low,insider,availability
12540,ideological,medium,low,auto,persistent,low,state,ICS
12541,ideological,medium,low,auto,persistent,low,state,credentials
12542,ideological,medium,low,auto,persistent,low,state,data
12543,ideological,medium,low,auto,persistent,low,state,availability
12544,ideological,medium,low,auto,persistent,medium,individual,ICS
12545,ideological,medium,low,auto,persistent,medium,individual,credentials
12546,ideological,medium,low,auto,persistent,medium,individual,data
12547,ideological,medium,low,auto,persistent,medium,individual,availability
12548,ideological,medium,low,auto,persistent,medium,crime,ICS
12549,ideological,medium,low,auto,persistent,medium,crime,credentials
12550,ideological,medium,low,auto,persistent,medium,crime,data
12551,ideological,medium,low,auto,persistent,medium,crime,availability
12552,ideological,medium,low,auto,persistent,medium,insider,ICS
12553,ideological,medium,low,auto,persistent,medium,insider,credentials
12554,ideological,medium,low,auto,persistent,medium,insider,data
12555,ideological,medium,low,auto,persistent,medium,insider,availability
12556,ideological,medium,low,auto,persistent,medium,state,ICS
12557,ideological,medium,low,auto,persistent,medium,state,credentials
12558,ideological,medium,low,auto,persistent,medium,state,data
12559,ideological,medium,low,auto,persistent,medium,state,availability
12560,ideological,medium,low,auto,persistent,high,individual,ICS
12561,ideological,medium,low,auto,persistent,high,individual,credentials
12562,ideological,medium,low,auto,persistent,high,individual,data
12563,ideological,medium,low,auto,persistent,high,individual,availability
12564,ideological,medium,low,auto,persistent,high,crime,ICS
12565,ideological,medium,low,auto,persistent,high,crime,credentials
12566,ideological,medium,low,auto,persistent,high,crime,data
12567,ideological,medium,low,auto,persistent,high,crime,availability
12568,ideological,medium,low,auto,persistent,high,insider,ICS
12569,ideological,medium,low,auto,persistent,high,insider,credentials
12570,ideological,medium,low,auto,persistent,high,insider,data
12571,ideological,medium,low,auto,persistent,high,insider,availability
12572,ideological,medium,low,auto,persistent,high,state,ICS
12573,ideological,medium,low,auto,persistent,high,state,credentials
12574,ideological,medium,low,auto,persistent,high,state,data
12575,ideological,medium,low,auto,persistent,high,state,availability
12576,ideological,medium,low,auto,targeted,low,individual,ICS
12577,ideological,medium,low,auto,targeted,low,individual,credentials
12578,ideological,medium,low,auto,targeted,low,individual,data
12579,ideological,medium,low,auto,targeted,low,individual,availability
12580,ideological,medium,low,auto,targeted,low,crime,ICS
12581,ideological,medium,low,auto,targeted,low,crime,credentials
12582,ideological,medium,low,auto,targeted,low,crime,data
12583,ideological,medium,low,auto,targeted,low,crime,availability
12584,ideological,medium,low,auto,targeted,low,insider,ICS
12585,ideological,medium,low,auto,targeted,low,insider,credentials
12586,ideological,medium,low,auto,targeted,low,insider,data
12587,ideological,medium,low,auto,targeted,low,insider,availability
12588,ideological,medium,low,auto,targeted,low,state,ICS
12589,ideological,medium,low,auto,targeted,low,state,credentials
12590,ideological,medium,low,auto,targeted,low,state,data
12591,ideological,medium,low,auto,targeted,low,state,availability
12592,ideological,medium,low,auto,targeted,medium,individual,ICS
12593,ideological,medium,low,auto,targeted,medium,individual,credentials
12594,ideological,medium,low,auto,targeted,medium,individual,data
12595,ideological,medium,low,auto,targeted,medium,individual,availability
12596,ideological,medium,low,auto,targeted,medium,crime,ICS
12597,ideological,medium,low,auto,targeted,medium,crime,credentials
12598,ideological,medium,low,auto,targeted,medium,crime,data
12599,ideological,medium,low,auto,targeted,medium,crime,availability
12600,ideological,medium,low,auto,targeted,medium,insider,ICS
12601,ideological,medium,low,auto,targeted,medium,insider,credentials
12602,ideological,medium,low,auto,targeted,medium,insider,data
12603,ideological,medium,low,auto,targeted,medium,insider,availability
12604,ideological,medium,low,auto,targeted,medium,state,ICS
12605,ideological,medium,low,auto,targeted,medium,state,credentials
12606,ideological,medium,low,auto,targeted,medium,state,data
12607,ideological,medium,low,auto,targeted,medium,state,availability
12608,ideological,medium,low,auto,targeted,high,individual,ICS
12609,ideological,medium,low,auto,targeted,high,individual,credentials
12610,ideological,medium,low,auto,targeted,high,individual,data
12611,ideological,medium,low,auto,targeted,high,individual,availability
12612,ideological,medium,low,auto,targeted,high,crime,ICS
12613,ideological,medium,low,auto,targeted,high,crime,credentials
12614,ideological,medium,low,auto,targeted,high,crime,data
12615,ideological,medium,low,auto,targeted,high,crime,availability
12616,ideological,medium,low,auto,targeted,high,insider,ICS
12617,ideological,medium,low,auto,targeted,high,insider,credentials
12618,ideological,medium,low,auto,targeted,high,insider,data
12619,ideological,medium,low,auto,targeted,high,insider,availability
12620,ideological,medium,low,auto,targeted,high,state,ICS
12621,ideological,medium,low,auto,targeted,high,state,credentials
12622,ideological,medium,low,auto,targeted,high,state,data
12623,ideological,medium,low,auto,targeted,high,state,availability
12624,ideological,medium,low,auto,destructive,low,individual,ICS
12625,ideological,medium,low,auto,destructive,low,individual,credentials
12626,ideological,medium,low,auto,destructive,low,individual,data
12627,ideological,medium,low,auto,destructive,low,individual,availability
12628,ideological,medium,low,auto,destructive,low,crime,ICS
12629,ideological,medium,low,auto,destructive,low,crime,credentials
12630,ideological,medium,low,auto,destructive,low,crime,data
12631,ideological,medium,low,auto,destructive,low,crime,availability
12632,ideological,medium,low,auto,destructive,low,insider,ICS
12633,ideological,medium,low,auto,destructive,low,insider,credentials
12634,ideological,medium,low,auto,destructive,low,insider,data
12635,ideological,medium,low,auto,destructive,low,insider,availability
12636,ideological,medium,low,auto,destructive,low,state,ICS
12637,ideological,medium,low,auto,destructive,low,state,credentials
12638,ideological,medium,low,auto,destructive,low,state,data
12639,ideological,medium,low,auto,destructive,low,state,availability
12640,ideological,medium,low,auto,destructive,medium,individual,ICS
12641,ideological,medium,low,auto,destructive,medium,individual,credentials
12642,ideological,medium,low,auto,destructive,medium,individual,data
12643,ideological,medium,low,auto,destructive,medium,individual,availability
12644,ideological,medium,low,auto,destructive,medium,crime,ICS
12645,ideological,medium,low,auto,destructive,medium,crime,credentials
12646,ideological,medium,low,auto,destructive,medium,crime,data
12647,ideological,medium,low,auto,destructive,medium,crime,availability
12648,ideological,medium,low,auto,destructive,medium,insider,ICS
12649,ideological,medium,low,auto,destructive,medium,insider,credentials
12650,ideological,medium,low,auto,destructive,medium,insider,data
12651,ideological,medium,low,auto,destructive,medium,insider,availability
12652,ideological,medium,low,auto,destructive,medium,state,ICS
12653,ideological,medium,low,auto,destructive,medium,state,credentials
12654,ideological,medium,low,auto,destructive,medium,state,data
12655,ideological,medium,low,auto,destructive,medium,state,availability
12656,ideological,medium,low,auto,destructive,high,individual,ICS
12657,ideological,medium,low,auto,destructive,high,individual,credentials
12658,ideological,medium,low,auto,destructive,high,individual,data
12659,ideological,medium,low,auto,destructive,high,individual,availability
12660,ideological,medium,low,auto,destructive,high,crime,ICS
12661,ideological,medium,low,auto,destructive,high,crime,credentials
12662,ideological,medium,low,auto,destructive,high,crime,data
12663,ideological,medium,low,auto,destructive,high,crime,availability
12664,ideological,medium,low,auto,destructive,high,insider,ICS
12665,ideological,medium,low,auto,destructive,high,insider,credentials
12666,ideological,medium,low,auto,destructive,high,insider,data
12667,ideological,medium,low,auto,destructive,high,insider,availability
12668,ideological,medium,low,auto,destructive,high,state,ICS
12669,ideological,medium,low,auto,destructive,high,state,credentials
12670,ideological,medium,low,auto,destructive,high,state,data
12671,ideological,medium,low,auto,destructive,high,state,availability
12672,ideological,medium,medium,manual,opportunistic,low,individual,ICS
12673,ideological,medium,medium,manual,opportunistic,low,individual,credentials
12674,ideological,medium,medium,manual,opportunistic,low,individual,data
12675,ideological,medium,medium,manual,opportunistic,low,individual,availability
12676,ideological,medium,medium,manual,opportunistic,low,crime,ICS
12677,ideological,medium,medium,manual,opportunistic,low,crime,credentials
12678,ideological,medium,medium,manual,opportunistic,low,crime,data
12679,ideological,medium,medium,manual,opportunistic,low,crime,availability
12680,ideological,medium,medium,manual,opportunistic,low,insider,ICS
12681,ideological,medium,medium,manual,opportunistic,low,insider,credentials
12682,ideological,medium,medium,manual,opportunistic,low,insider,data
12683,ideological,medium,medium,manual,opportunistic,low,insider,availability
12684,ideological,medium,medium,manual,opportunistic,low,state,ICS
12685,ideological,medium,medium,manual,opportunistic,low,state,credentials
12686,ideological,medium,medium,manual,opportunistic,low,state,data
12687,ideological,medium,medium,manual,opportunistic,low,state,availability
12688,ideological,medium,medium,manual,opportunistic,medium,individual,ICS
12689,ideological,medium,medium,manual,opportunistic,medium,individual,credentials
12690,ideological,medium,medium,manual,opportunistic,medium,individual,data
12691,ideological,medium,medium,manual,opportunistic,medium,individual,availability
12692,ideological,medium,medium,manual,opportunistic,medium,crime,ICS
12693,ideological,medium,medium,manual,opportunistic,medium,crime,credentials
12694,ideological,medium,medium,manual,opportunistic,medium,crime,data
12695,ideological,medium,medium,manual,opportunistic,medium,crime,availability
12696,ideological,medium,medium,manual,opportunistic,medium,insider,ICS
12697,ideological,medium,medium,manual,opportunistic,medium,insider,credentials
12698,ideological,medium,medium,manual,opportunistic,medium,insider,data
12699,ideological,medium,medium,manual,opportunistic,medium,insider,availability
12700,ideological,medium,medium,manual,opportunistic,medium,state,ICS
12701,ideological,medium,medium,manual,opportunistic,medium,state,credentials
